tweet	label	language
አንተን ካሳደጉህ የሚበልጡ ሰዎች:: አንተን እና ጨፍጫፊ: ሌባ እና ጨካኝ ስርአት የፈጠሩ አለቆችህን እንደዚህ…	negative	amh
እዉነተኛ የዐብይ ባህርይ እርካብ ና መንበር መፅሐፍ  ላይ ያለው ነው !!!	negative	amh
ሞጣ ላይ በተፈፀመው ሙስሊሞችን የማፅዳት ዘመቻ ከ300ሚ ብር በላይ የሚገመት ንብረት እንደወደመ ወደቦታው ያቀናው አጣሪ ኮሚቴ ይፋ አድርጓል።	negative	amh
ስብሰባ መከልከል ብቻ ሳይሆን የህግ እውቅናውም ሊቀማ ይገባል  ይህ ሀይል ነው ሞጣ ላይ የ ሙስሊሞችን መስጅድ እና ንብረት ያወደመው	negative	amh
አሻግሬ ለዚህ ወንበር ያበቃውን ለማን በተለመደው አሽሙሩ እንዲህ ሲል ዘልፏል   “የማይሰራ እና የማይተጋ ሰነፍ ከእኛ ጋር መቀጠል አይችልም”	negative	amh
ኤረ ከየት ነው የመጣው ይህ ከብት!! በኤርትራ ትምህርት ከመጀመሪያ እስከ ሃይ ለበል ዩኒቨርሲቲ እስከነ ምግቡ  በነጻ መሆኑን ታውቃለህ? ዝም ብለህ ስለማታውቀው…	negative	amh
እንግዲ መቻል ነው! ምን እንበል .....	negative	amh
ዘመኑ የቴክኖሎጂ ነው በማስረጃ እና በመረጃ ነው አንተ ከዕውቀት ነፃ ስለሆንክ አይፈረድብህም የፈለከውን ጋዜጠኛ አምጣለት በሩ ክፍት ነው።	negative	amh
ሸረሪት ቅጥዋ ያልሸፈነች ምድር። ሸፈነች ይላል የሃገሬ ሰው፣ ለሃገር ህዝብ ፍቅርና ሰላምን ኣቅቶህ ለውጮችን ሰላማዊ መምሰል ውሸታምና ኣስመሳይ ነህ	negative	amh
መንግሰት  በሌለበት ሀገር ፍርድ ይገኛል እንዴ	negative	amh
ከባለቤቴ ራቁ ፡፡ ወደኋላ አቆይ ወይም አደርገዋለሁ። ቁጣዬ እና ሥቃይህ ወሰን የለውም ፡፡ ደምህ መንገዶቹን ቀይ ያደርጋቸዋል። ሥቃይ ብቻ አይሰማ…	negative	amh
ጦርነት በአስተዋዬች ሲታቀድ አጀማመሮን ብቻ ሳይሆን አጨራረሶን ጭምር የመወሰን ተጹኖቸወን የበለጠ ያሳስበቸዋል። እባካችሁ ሰለ ጦርነት አትስበኮ። ጦርነት ሕፃና…	negative	amh
መብራት ኃይልማ መንግስት ባለበት ሃገር ይሔን ስሕተት አይሰራም ግን መብራት ኃይል የራሱን መንግስት አቋዋቁሞ ከሆነ 4 እጥፍ አይደለም…	negative	amh
የሚገርም አርቲስት የወጣው ነበር ያለቦታው ገብቶ ሀገሪቷን አጨማለቃት።	negative	amh
በውጭአለምየአለም ፍፃሜ በዚህ ሰሞን ነውበሚል የተሰበከ አባት ልጆቹን ምሽቱንና ራሱን ገደለ፣Yes ለምን ይሳቀቅ።አክራሪ ምእምን ለመፍጠር ይህ ቀቢፀ ተስፋ ስብከት እኛ ጋ አልተተገበረም እንዳትሉኝ ኣ!!	negative	amh
ወሬኛ ወሀቢ! አላማችሁ ኦነጋዊ ፀረ አማራ ፖለቲካ እንደሆነ ተጋልጧል። ሲያምርህ ይቀራል እንጂ የአማራን ሙስሊምና መጅሊስን አንዴ ወሎ መጅሊስ አንዴ ቅብር…	negative	amh
አዎ እሱ ነው ገብያ የዘጋው ??	negative	amh
ወይኔ እነዚህ ሰዎች በቃ ለየላቸው ማለት ነው ?? አንዱ ኤልቲቪ ወቅታዊ ላይ ቀርቦ  የትግራይ ተወላጅ በመሆናቸው ብቻ ብዙዎች ታስረዋል ይልና እንደ ምሳሌ ማንን ቢጠቅስ ጥሩ ነው በ…	negative	amh
እኔ ደግሞ የባርሳን አንተም ከነትርጉሙ እችለዋለው። እንቁልልጭ!  ??	negative	amh
ይህ ውህደት በሩጫ ባይሆን ላሉት ችግሮች ፈጣሪው ራሱ ኢህአዲግ መፍትሄ ሰጥቶባቸው ቢሆን ኖሮ ስኬታማ መሆን እድሉ ትልቅ ነው፤ አሁን ግን ችግሮቹን የማይፈታ የሚሸሽ…	negative	amh
Ethiopia ሀበሻ ማለት ሊማር የመጣ ወንድሙን ከፎቅ ላይ ወርውሮ እየጣለ ለአውስትራሊያ ካንጋሮ የሚያዝንና ፀሎት የሚያደርግ ድንቅዬ ህዝብ ነው።	negative	amh
በጠዋት እንደሚንቀረፈፍ ታክሲ ሹፌር የሚስጠላ ነገር የለም::  እኔ በሰዓቴ መድረስ ወይም መሞተ ነው የምፈልገው!	negative	amh
ታክሲ ውስጥ በጉ ወንበር ላይ ቁጭ ብሎ የገዛው ሰውዬ መሬት ላይ ነው!! ????	negative	amh
አንተም ሠው ነህ አሁን? በክት ከዚህም የፖለቲካ ትርፍ ትፈልጋለህ? ቆሻሻ ካንተ ጋር እኩል መቆጠር ያማል!! እንከፍ; የሠው ውዳቂ....አረ ጨምሩለት::	negative	amh
ትሻልን ሰድጄ ትብስን አመጣሁ/ጠፍር በሊታዋ ስትሄድ ልጓም በሊታዋ መጣች አይነት አዙሪት አይጠናወት። አንድ በገሀድ ሊሆን የሚችልን ሀቅ ነው ለማኮላሸት እየተሞከረ ያለው- የእኬውን አ…	negative	amh
ታዋቂዋ የአል-ሃዳዝ እና የአል-አረቢያ ቴሌቪዥን የዜና ፕሮግራም አቅራቢ ናጅዋ ካሴም በ52 አመቷ ዛሬ ጠዋት ከዚህ አለም በሞት ተለየች፡፡	negative	amh
የ1923ቱ የኢትዮጵያ የንጉሰ ነገስት መንግስቱ ህገመንገስት መግቢያው ላይ ኢትዮጵያ በታሪኳ በአረመኔዎችና በእስላሞች ስትጨነቅ እንደኖረች እያለ ነው…	negative	amh
ስራ ፈት ???????♂️	negative	amh
በጃነሆይ ጊዜም እኮ ቢዪሆን የአየር ድብደባ ነበር፣ ለምሳሌ የበጌምድሩ ራስ ጉግሳ ወሌ፣ ታላቁ ጉግሳ ዘር፣ በአሮፕላን ተ…	negative	amh
ሌባ እኮ ሰረቁ አይልም ሲገረፍ ነው እንደሰረቀ የሚናገረው ቤተሰብ እሄ ጠፍቶሽ ነው እንዴ  አብይ ዲሞክራሲ ባይል ኑሮ ቢገርፉት እንደ ሰረቀ ይናገር ነበ…	negative	amh
አትለማመጥ!! አቅም ካለህ ናና ተጋፈጥ። እንዴ አሁን ምን እያደረገ እንደሆነ ጠፍቶህ ነዉ?	negative	amh
አልለቅ ያለ በሽታ	negative	amh
በተመሳሳይ ቃል ፣ አሁን ያሉት ሰማያትና ምድር ለእሳት ተከማችተዋል። ፈሪሃ አምላክ ያላቸው ሰዎች እስከሚጠፉበት የፍርድ ቀን ድረስ ተጠብቀዋል። 2 ኛ ጴጥሮስ 3.7	negative	amh
ከፖለቲከኞች የምንጠብቀውን ዘላቂ ታማኝነት አንዳንዱ ሕልም ብቻ ሲያደርግብን ለጋራ አላማ ከፍተኛ የግል መስዋዕትነት እየከፈሉ ያሉ መኖራቸውም ግልፅ እየሆነ ነው:: እኛ ል…	negative	amh
እንጀራ በወጡን በእጅ እያተራመሱ chicken wings ሲመጣ በቢላ መፈትፈት?  ነውር	negative	amh
ጠይቄው ነበር:: ይሄን ቆማል አጋመ ማየት አልፈልግም አለኝ::	negative	amh
ጭራሽ አልሰማሁትም። እዚ ሰፈር ሲካበድለት ነው የሰማሁት።	negative	amh
አንተ ዶማ እስክንድር ማንንም አያስፈልገው ብቻውን ያርበደብድሀል። ይልቁንስ አብይ ፕሮፌሰሩን ሳያስረው ንቃ። ዥልጥ	negative	amh
ጥንብ ዘረኛ ይሄ የናንተ ስራ ነው ሌላ የማንም አይደለም  ሲቀጥል ደሞ የአማራን ሙስሊምና ክርስቲያንን ለማባላት ያሰባቹሁት ሴራ ከሽፏል ምድረ ዘረኛ	negative	amh
ሙስሊሙ ፡ የራሱ ፡ ሚዲያ ፡ ተቋም ፡ ያስፈልገዋል ፡ የሙስሊም ፡ ያልሆኑ ፡ ሚዲያዎች ፡ ከጀርባቸው ፡ ማህበር ፡ እርኩሳን ፡ ነው ፡ የሚመራቸው ፡ ለዚህ ፡ ነው ፡ የራሳችን  ፡…	negative	amh
እውነት እንነጋገር ከተባለ ሹመት ከምንለው ሹፈት ብንልው አይሻልም? አንድ በወታደራዊ ሳይንስ ከፍተኛ ጀነራልን እንዲሁ ከመጣል ካልሆነ በክብር በጡረታ ማግለ…	negative	amh
የመስጊዶቹን መቃጠል ስላወገዛችሁ ከምስጋና ውጭ ሌላ ግብረ መልስ አልሰጠሁም። መረዳት የምትችል ከሆነ እኔ ለማስረዳት የሞከርኩት አጋጣሚውን በመጠቀም የአማራ ክልል ማህበረሰብን ለማጠል…	negative	amh
ምን ይደረግ ብለሽ ነዉ የራሷ አሮባት የሠዉ ድስት ታማስላለች ሆኖባቸዉ ነዉ አትፍረጂባቸዉ የሚሰሩትንና የሚያረጉትን አያቁም	negative	amh
isis 6 ህፃናትን በጥይት ደብድቦ ገደለ ሲባል ሰምቼ አላውቅም፡፡ የእነዚህ ጭካኔ ወደር የማይገኝለት ነው፡፡ ሰው ግን እንዴት ነው እንደዚ አውሬ የሆነው፡፡	negative	amh
ይህ  ሰው ምን ነው ማን ላከው አላማው ምንድን ነው ብለን እንጠይቅ ወያኔ ልካው እንደሆነ እንደት እናውቃለን እመኑኝ እውነተኛ ኢትዮጵያዊ ይህን አይልም…	negative	amh
ያንተን መልካም ምኞት ቀቅለህ ብላው ወረኛ ጥንብ ዘረኛ ጥፋ ከዚህ መርዝ	negative	amh
ለኛ በቂ ውሃ ሳናገኝ ለጠላት አረብ የምናጠጣበት ጎዳይ ሊቆም ይገባል።  እኛ የምንጠጣው አተን፣ ሰውነታችን የምንጣጠብበት ውሃ አተን እየገማን እየኖርን! በኛ ውሃ አረቦች በቀን ከ5…	negative	amh
የእኔን የ Twitter አስተያየት ሰረቁ ፡፡ ተልእኮ የተሰጠው ይህ መመሪያ ለሰማዕትነት የቀረበው የመጽሐፉ አከባበር ንግግር የተሰጠው ተልእኮ የተሰጠው ተልእኮ ከተሰጠ…	negative	amh
ሉቃስ 12 (Luke) 12፤ መንፈስ ቅዱስ በዚያች ሰዓት ልትናገሩ የሚገባችሁን ያስተምራችኋልና።	negative	amh
እንደ ግመል ሳየው ሚያስቀኝ እንሰሳ የለም?????? ዘው ዘው እያለች ስትሄድ	negative	amh
አዳሪው ሳይበቃን ሀገሪቱን ትርፍን ብቻ ለሚያሳድድ ድንበር የለሽ ካፒታል አሳልፈው የሰጡት የዛሬ የቤተ መንግስት ሰዎች አንድ ያመቻቹት ነገር ቢኖር እያንዳንዷ የጎንዮሽ ኢ-እኩልነት መ…	negative	amh
ሆን ተብሎ የአማራና የኦሮሞን ሕዝቦችን ለማጣላት በወያኔው ካድሬ በአሉላ ሰለሞን በድብቅ የተምሰረትውና በእውሩ ትግራዋይ ቴዎድሮ…	negative	amh
የእኛን ለእኛ ተወውና ይልቅ አትፍዘዙ	negative	amh
ይገርማል እኔም ለአንድ ወገን እየሰራ እንዳለ ስነግረው ወዲያው ብሎክ አደረገኝ	negative	amh
ከዓመታት በፊት ይሰራበት የነበረው አጠቃላይ አስመጪ የሚል ፈቃድ እንዲቀር ተደርጓል፡፡ የንግድ እና ኢንዱስትሪ ሚኒስቴር እንደሚለው የንግድ ሥርዓቱ ችግር እንዳለበት በመረዳት ማስተካከ…	negative	amh
ይነስም ይብዛ ሁሉም ፓርቲ ማለት ይቻላል አማራነትን መጥላት ኢትዮጵያዊነትን እንደ መውደድ አይነት የሞኝ አባዜ ተጠናውቷቸዋል::…	negative	amh
ሰርድ ሃንድ ካድሬ እንላቸዋለን እነዚህኞቹን ደግሞ :) ለሰከንድ ሃንድነት የሚሆን እንኳን ንቃተ-ኅሊና የላቸውም።	negative	amh
እዚህ ላይ ነው ትልቁ ድራማ ይሄ የህወሀት ካድሬ በሙስሊምና በአማራ ሊጫወት የፈለገው ቁማር ሁሉም ይንቃ እስላሙ ክርስቲያኑ ከዚህ በታች ያለውን አንብብ አይተህ ፍረድ	negative	amh
ቆንጆ መሆንና ቆንጆ ነኝ ብሎ ማመን ይለያያል በልዋት  የአስቀያሚ ቁጥር አንድ ናት  ከመልክ መልክ ያላት  ከስራ ስርአት ስርአት ያላት  ገምጭ	negative	amh
ነብሰ ገዳይ አንድ  ቀን በእግዚብሔር ፍት ለፍርድ ትቀርባለህ	negative	amh
ሰውዬ ችግር ውስጥ አታስገባኝ??	negative	amh
እነ ጃዋር እንደ ልብ እንዲንቀሳቀሱ እየፈቀደ፣ እነ እስክንድር አዳራሽ እንኳ እንዳይጠቀሙ የሚከለክል መንግስት ባይኖረን ምንኛ መልካም በሆነ ነበር ??	negative	amh
ዌል እንግዲህ ከሜሞሪ ሎስ እና ከስኳር በሽታ መምረጥ ነው እያሉን ነው ???♀️	negative	amh
የመጨረሻ እስትንፋሳ እስኪያደርጉ ድረስ ከፍተኛ ሥቃይ ይሰማዎታል ፣ የደምዎ መስመር ይሰቃያል እናም ከሞተ በኋላ ወደ ሲኦል ዋሻዎች ይገባል። ከሠራው ኃጢአት	negative	amh
ሚያሳዝነኝ ኦሮሚያ ውስጥ ስንት የተማረ ከነዚህ ሰዎች በተሻለ ሃገርን ከፍ ማረግ ህዝቡንም ከፍ ማረግ ሚችል ሰው እያለ በጥላቻና ባረጀ ሃሳብ ውስጥ ያሉ ሰዎችን ይዞ መቶ እዚህ ህዝብ ላይ ማላገጥ ያሳዝናል በጣም!	negative	amh
??የሰይጣን ቁራጮቹ እናንተ አይደላችሁም እንዴ አተራማሾቹ የማትቆፍሩትጉድጏድ ምን ቀረ የዘረፋችሁት ገንዘብ ምን ይስራ? የ27አመት መርዛችሁስ?…	negative	amh
ለሠራኸው ክፍያ ትከፍላለህ ፡፡ አደባባዮች ጅምላ ጨራሽ ነፍስዎን ይይዛሉ እና በእሳት ያኖራሉ ፡፡	negative	amh
ሰው ካጣሽ ከኤርትራ አስመጪያ እንግዲህ	negative	amh
ዘው ዘው ስትል ስታስፈራ ከላይ ከተቀመጥሽባት እንደዚህ። ያዙን ልቀቁኝ ብዬ ነበር። ጠቀምጣ ስትነሳ ደሞ አይጣል ነው!	negative	amh
“አቶ ለማ መገርሣ መድረክ ላይ ሆነው ውህደቱ አስፈላጊ አይደለም፤ የመደመር ዕሳቤው አያስኬድም አላሉም። አማራጭም አላቀረቡም።” - ታየ ደንደአ) -…	negative	amh
አንተ ልጀ ግን በጤናህ ነው ወይስ ላማና አብይ የሚባሉ ሰይጣናት ለከፉህ? ደሞ ስለራስህ ብቻ ለምን ነው የማታወራው? እናከብርሀለን!!! ???? ከነማን ጋር ነው የምታከብረው?	negative	amh
የለም! የፓርቲው አቋምማ አቋማቸው ነው።በፓርቲው ውስጥ አንድ ሰው አንድ ድምጽ አይደል? ሌላው ነገር በፓርቲው በኩል ያለው አላፊነትና አገር አቀፍ በሆነ የስራ ምድብ ላይ ያለው ችግር…	negative	amh
ለሀገር ሰላም ስንል መስጂዶቻችን ተቃጥሎብን እንዲያልቁ አንፈቅድም ። ለእምነቴ ክብር ያልሰጠ መሪ ነገ የተሻለ ነገር ያመጥልኛል ብዬ አልጠብቅም ።	negative	amh
አንተም ከሰው ተቆጥርህ ምድረ ታጣብባለህ ዲያቢሎስ ምን ይመስላል ሴይጣናም ??????	negative	amh
??።ሲጀመር ከሌላ ብሔር ጓደኛ አለኝ ብሎ የሚናገር ሰው አላምንም።	negative	amh
የሰገጤ ትርጉሙ ስለገባሽ ነዋ መልሰሽ ጥቅም ላይ ያዋልሽው አንቺ ዥልጥ	negative	amh
አጭበርባሪ ሌባ ውሸታም በጥራቃ  አንተን ብሎ አማራ የኦነግ ቡችላ ጥፋ ከዚህ መርዝ	negative	amh
ይኼንስ ታዝበህልናል? አዲስ የትራፊክ መብራት በተከሉ ቁጥር ገመድ ለመቅበር በ4ቱም አቅጣጫ ይቆፍሩና ሁሌም ሳይደፍኑ ይተዉታል መብራቱ ሲጀምር መኪኖች ባልተደፈኑ…	negative	amh
የበለጠ መስማማት አልቻልኩም	negative	amh
እያሰማራ እማ ነው። ቹኮ ባትሆን ጥሩ ነው። ሃሳብ ካለ አበርክት እንጂ ምን ዝም ብሎ የቢበልትህን መተቸት ነው።	negative	amh
ብልፅግና ለኢሌክሽን ሳይሆን ለጄኔሬሽን ነው አለ አብያችን   ቆይ ነገርየው የኩፍኝ ክትባት ወይ ORS ነው እንዴ? አይ የልጅ ነገር!	negative	amh
ነገረኛ	negative	amh
ምን ይደረግ መርህ የሌለው መደዴ ፖለቲከኛ በዛ የሃገሩን ጥቅም በኢጎ ቅርጫት ውሰጥ ከቶ የሚያላዝን የውስጥ ጉዳይን ከሃገረዊ ጥቅም የማይለይ 120 ሚሊዮን ህዝብ ተሸክሞ Compassi…	negative	amh
የሞጣውን የመስጊዶች ቃጠሎ አዘጋገብ ሲታከልበት ደግሞ ፍጹም ስነ ስርአት የጎደለው ሆኖ በግልጽ ይታያል። አሁን እየሰሩ ያሉትን ስህተት ላለመስራት ሙያ ሳይሆን ጨዋነት ብቻ ይበቃው ነበር።	negative	amh
መሬቱማ ድነጋይ ነው ውሀውን ማለትህ ይሆን?አሱም ለግመልም አልሆነም እኮ።??	negative	amh
በአክሱም ከተማ የሚገኙ ጥንታዊ ህንጻዎች ለከፍተኛ ጉዳት እየተዳረጉ ነው ተባለ	negative	amh
ነፍሳችሁን መልሰህ ለማግኘት የሚወጣው መጽሔት ቀላል አይደለም። ስለሆነም እነሱን ለማግኘት የሚደረጉት ጥረቶች እና ሌሎቹ ሙሉ በሙሉ እና ሙሉ በሙሉ ትርጉም የለሽ ይሆናሉ ፡፡ እርስዎ…	negative	amh
አፃፃፍክ በሞጣው የተደሰትክ ትመስላለክ .. ንፅፅርክም  ወንጀል ወንጀል ነው  ላንተ አይነቱ ሙታንታ ሳይታጠቅ ላደገ ጀዝባ አይገባውም  ፍየል ፊት  ሰላም ነሽ ግን ፈንዳዴ እንዴነሽ	negative	amh
እኔን ከመረጣችሁ በቧንቧ ወተት እስከ ቤት ድርስ ያልከው ተፎካካሪ ግን ምን አስበህ ነው እድሜ ላንታ ራሴን ከመራጭነት አግልያለው ውሸትና ቃል ብቻ አራ ሰለቸኝ እህህህ  ፈየ ህንደሩ የባድ ወልድ ይሴማን	negative	amh
የአማራ ክልል መንግስት መግለጫ ኢጅነር ስመኘው እራሱን አጥፍቶ ነው የሚለውን ቀልድ ሙስሊሙ  መስጅዱን  ያቃጠለው ከሚለው ጋር አንድ ነው ።	negative	amh
እውነት  ነፍጠኛ ይህ ማለት ነው ❤️??????❤️	negative	amh
ትዕግስት ማለት ትዕግስት ማለት ብቻ አይደለም	negative	amh
?? በኛ መጠን የሃበሻን ሴቶች የሚረዳ ልብ የላቸውም ብዬ እንዲሁ በልማድ የማስበው ነገር አለኝ መሰለኝ።	negative	amh
እና የትኛው ሸውራራ የዞረበት አሳ ይጠበስ ሊሉ ይሆን ዘረኛ ወግ ደረስ፣ ፖለቲከኛ አዋቂ ተብዬዋቻችን!? የሁሉ አለም አቀፍ ከተማ እንዲህ ያድጋል ግን ገና…	negative	amh
እየተወሰደ ያለውንም እርምጃ ብታደንቅ ነው የሚሻልህ። አሁንስ ሲበዛ አሳዘንከኝ። ያንተስ አናትህ ላይ በኮንክሪት ነው የሰራብህ ?? ልትሞት ነው እንዴ?	negative	amh
ማቶስቶሱን ረስተህለት ፊልሙን ብቻ ካየህ ምንም አይልህም ፋሶ	negative	amh
እኔ እከተልሃለሁ እና ባገኘሁህ ጊዜ እገድለዋለሁ እና ውሾችንም እመግብሃለሁ ፡፡ አሳማህ ቤተሰቦችህ ይጠሉሃል እነዚህ ሸረሪዎች በክፍልህ ውስጥ እንዲዘዋወሩ እና በሕይ…	negative	amh
ጤናማ ያልሆነ ትዳር ኣይደለም ዉበት ሞራልን ይበላል ??	negative	amh
ይህ በታርክ ማህደር ላይ ይቅመጣል!!  ግን ለምን???	negative	amh
በግፍ የተወሰደውን የኢትዮጵያን የባህር በር እናስመልስ  ባለ ዲንጋይ ራስ	negative	amh
ትዊተር እንደ ዛሬ ደባሪ ሆኖ አያውቅም።ህዝቤ ወጥሮ ጭራውን እየቆላ ነው።	negative	amh
ጫት ሃራራ ይዞሻል እንዴ አንቺ?  መጀመሪያ 200 ሺህ ህዝብሽን ውሰጂልንና ከዛ አፍ እንካፈታለን	negative	amh
የመንግስት ቃል አቀባይ አቶ ንጉሱ ጥላሁን ከስራቸው በገዛ ፍቃዳቸው መልቀቅ አለባቸው! ህዝብን መዋሸት እንደ መግደል ወንጀል ይቆጠራል። በዜጎቻችን ላይ በውሸት አጀንዳ መቀለድ ይቁም…	negative	amh
ቀን ይቅርታን የምትለምኑበት እና ህመም እና ተስፋ መቁረጥ እንጂ ሌላ ምንም ያልተተዉበት ቀን የሚመጣው ክፉ ይመጣል እናም ሕይወትዎን በመጨረሻ በቀስታ እና በአሳዛኝ ሁኔ…	negative	amh
መብራት ሳይኖር ምኑን ነው ሚቆጥሩት?	negative	amh
....... እንዴ እንቺ ፋራ .... እስኪ ስለዚ ካምፓኒ ሂጂና አጎቶችሽን ስዩም መስፍንን እና ገ/ሚካኤል እና አክስትሽ አዜብን መስፍንን ጠይቂ ... እንዴት እንደጋጡ ከነ ልጅ ልጆቻቸው ...	negative	amh
ለወደፊቱ ይህንን በመናገር ይጸጸታሉ ፡፡ እዚያ ብርድ ብርድና ብቻውን ትኖራለህ ፣ እናም ወደዚህ ጊዜ ሊያደርስ ስለሚችለው ነገር ያስባሉ ፡፡ እና ከዚያ ያስታውሳሉ።…	negative	amh
ምቀኛ	negative	amh
በቤቴክርስቲያን አሁንም የቅስቀሳ ቪዲዮ እየታየ ነው ነዋሪዎች ይናገራሉ መንግስት ለምን አያስቆምም	negative	amh
የምትጠብቅ እናት በሠላም የላከችው ልጇ ሬሳው በሳጥን ተጭኖ ሲመጣላት የሚሰማትን የሀዘን ስሜት ከባድ ነው ስለዚህ እማራለሁ ብለሁ ብለው ሄደው እሬሳቸው ለቤተ…	negative	amh
በጣም ከሚያገርሙኝ ሰዎች ውስጥ ከፊሎቹ፤ አቻምየለህ ታምሩ፣ ብሩክ አበጋዝና ስዩም ተሾመ ስለ አሕመዲን ጀበል ትችት ሲጽፉ ከጎናቸው ሁነው የሚያሽቃብጡና የሚያጨበጭቡ ሱፍዮችና አሕባሾች ናቸው።	negative	amh
አክሱም  ፅዮን ማርያም እናታችን ሀገራችንን ትባርክልን አሜን	negative	amh
አረ ጨካኝ	negative	amh
ከአንድ ጊዜ በላይ አይቻለሁ ፣ መፍራት አለብኝ?	negative	amh
ምናገባን ታድያ እኛን	negative	amh
ክርስትያን  ታደለን  የቁጭ  በሉ  ላታላችሁ  ፕለቲክኞች  ሁሉ ይፈሩታል !  የአብይ  አህመድ  አይነቱን  የጫት  ተራ  ኡስታዞችን  በፓለቲካ  ጢባ  ጢቤ  እንደሚጫወትባቸው  አጥብቀው  ያቃሉ! PMOEthiopia	negative	amh
ትግራዋይ በ ግፍ ሲታሰር ሁሉም ድምፁ ቢያሰማ ነግበኔ ብንል ኖሮ	negative	amh
ወዬዬ  ያውም እሱ የሰራውን ነገር እየተጠቀሙ ?????? ቴክኖሎጂ የሰይጣነው በሚለው ??	negative	amh
እነዚህ በሙሉ ኢ-ህገመንግስታዊ ናቸው የሚል ድምዳሜ ለመስጠት ሳይሆን፥ ጥያቄ ግን እንደሚያስነሱ ግልጽ ነው። ሌሎች ጥያቄ የሚያስነሱ ጉዳዮችስ? 7/7	negative	amh
ፍትህ ተጓደለ!! ግፈኛ እና አንባገነን ተደላደለ በሹመት ላይ ሹመት ተዳበለ፡፡ የበደለ ከተሾመ የለውጡ ደጋፊ ተጎሸመ ገዳይ ተሸለመ	negative	amh
ኢትዮጵያ አፈጣጠሯም አካሄዷም ልክ አልነበረም ፤ ለመስተካከልም ፍቃደኛ ሆና አታውቅም ፤ ስለዚህ መፍረሷ ምክንያታዊ ውጤቷ ነው !!!	negative	amh
እናንተ ልጆች ግን መንገድ ላይ ብጋጭ ተጠያቂ ናችሁ???? እስክስታችሁን እያየሁ ልሞት ነው	negative	amh
መንግስት እንደኛው ዞሮበታል ? ????	negative	amh
ሚጋልብ ይጋልብህ እንደሱ ሚባል ነገር በአማርኛ የለም	negative	amh
ይሄ ስድብ ሳይሆን ለእንዳንቺ አይነቱ ደደብ ሚሰጥ መልስ ነው።	negative	amh
ኢሳትን በመቃወም የተቃውሞ ሰልፍ እጠራለው ያልከው ሰው እንዴት ነህ ደህና ነህ ?	negative	amh
በማንነቱ የሚያፍር ግም። ባለፈው ጊዜ ጉራጌነቱን ለመሸፈን ብርሃኑ ነጋ የተማርኩት ቢሾፍቱና ናዝሬት ነው ሲል የት እንደተወለደ ለመደበቅ ያረገው ጥረት ስልጤዎች እንዴት ተመልክተውት ይሆን? ለውጥማ ኣለ	negative	amh
የአሜሪካ ውጭ ጉዳይ ቢሮ (State Department) በኢትዮጵያ ያሉ ዜጎቹን ፓስፖርታችሁን እንዳትሰረቁ ተጠንቀቁ ብሏል!	negative	amh
ያገኙ የመሰላቸውን ክፍተት በሙሉ እንደ ጥሩ እድል ተጠቅመው እሳት ከማቀበል ወደሗላ አይሉም።	negative	amh
በፊትም ከመሬት ወረራው ነፃ ነበር ራሱ የ ኦሮምያ አመራር ነበር የሚዘርፋት አሁንም ያው ነው	negative	amh
ቁም-ነገር የሌለው፥ ዝም ብሎ የሚያወራ፥ ከንቱ ውዕቱ ወ ዘ ተ	negative	amh
ዳዊት አንድ ነገር ልጠይቅህ ኦሮሞ ይህን ያህል ሰራዊት ያሰለጠነው በአብይ  የአማራን ገንዘብ ተጠቅሞ ነው ነገ ወሎን ለመውረር አሰበዋል ምን ትነግረኛለህ	negative	amh
ደምቢ ዶሎ ያለው ማህበረሰብ ራሱ አውሬና ጨካኝ ነው:ምስኪን የድሃ ተማሪዎች ለታክሲና ለሸቀጥ መግዣ እጥፍ እንዲከፍሉ ይደረግ እንደነበር ከተማሪዎች ከራሳቸው የሰ…	negative	amh
የእምቢተኝንት  ትግሉ  በአስቸኳይ  ይጀመር !  ሲፈጠር  የከሸፈውን  የአብይ  ስርአትን  ለማፍረስ  የሚደረገው  ትግል   ተጠናክሮ  ይቀጥላል!	negative	amh
አሁን እየተደረገ ያለው ግልፅ የዘር ማጥፋት ዘመቻ ነው። የዘር ማጥፋት አንድን ግለሠብ በማንነቱ ምክንያት መግደል ሲጀመር ነው። ( ኮፊ አናን)	negative	amh
ትንታኔ ያስጠላሃል። ደጋግመው እንደጸሎት የሚደግሙትን አንዱን ቃል መዘህ ምን ማለት ነው ብትላቸው አይመልሱም :-)	negative	amh
ያው በክልሉ ምክር ቤት እና በምርጫ ቦርድ በኩል አሻችዋለሁ ነው??????	negative	amh
አንተ የለጠፍከው እና እዚህ ላይ ያለው ፈፅሞ አይገናኝም፡፡ እስቲ በሰፊው ብታብራራልን፡፡	negative	amh
አብረን እንሠራለን ነዉ ያለዉ አሁን ራሡ ዩኒቨርስቲ ዉስጥ ያለዉ ግድያ መንግስት ከለላ ሠቶአቸዉ ነዉ እያረጉ ያሉት እስቲ ንገረኝ በኢ…	negative	amh
እና አለመግባባቱ ምን ሆነና!?  ነፃ ጋዜጠኛ አይደለም የሚለውስ?  ለመጀመርታ ጋዜጠኛ ሳትሆን ነፃ አለ እንዴ?	negative	amh
